"","F_SCORE_adj","F_SCORE","F_ROA_chg_ind_adj","F_CFO_ind_adj","F_ACCRUAL_ind_adj","F_MARGIN_chg_ind_adj","F_TURN_chg_ind_adj","F_LEVER_chg_ind_adj","F_LIQUID_chg_ind_adj","F_EQUITY_ind_adj","gvkey","datadate","fyear","datadate.1","tic","cusip","bm_ratio","market_cap","quintile","cap_group"
"50489",0,NA,0,0,0,0,0,0,0,0,187017,20131231,2013,20131231,"FKO","33737J166",NA,5.64,NA,2
"50509",0,NA,0,0,0,0,0,0,0,0,187022,20131231,2013,20131231,"XST.","46431P106",NA,39.468,NA,6
"50526",7,NA,1,1,1,0,1,1,0,1,187035,20140531,2013,20140531,"XHG.","85512X109",1.0475702811245,13.06254,5,4
"50564",6,6,0,1,1,1,0,1,1,1,187070,20130930,2013,20130930,"CDFT","17286C201",-0.00553333333333333,376.488,1,13
"50587",2,NA,0,0,1,0,0,1,0,0,187098,20131231,2013,20131231,"GEEPF","G40915103",NA,NA,NA,NA
"50608",6,6,1,1,1,0,0,1,1,0,187105,20131231,2013,20131231,"WAGE","930427109",0.110459286675639,2065.30224,1,17
"50669",0,NA,0,0,0,0,0,0,0,0,187144,20131231,2013,20131231,"SPHB","73937B829",NA,520.2,NA,13
"50724",3,3,0,0,0,0,0,1,1,1,187200,20131231,2013,20131231,"XTRGQ","98416Q104",-4.496,1.211575,1,1
"50774",2,NA,0,0,1,0,0,1,0,0,187248,20131231,2013,20131231,"LQNGF","53632Y100",0.478823529411765,2.83543,3,2
"50800",5,NA,0,1,1,0,0,1,0,1,187269,20131231,2013,20131231,"NCD.UN","656725108",1.003243873979,60.08427,4,7
"50819",0,NA,0,0,0,0,0,0,0,0,187274,20131231,2013,20131231,"ITIP","46429B770",NA,105.432,NA,9
"50841",0,NA,0,0,0,0,0,0,0,0,187289,20131231,2013,20131231,"SMF","79471T100",NA,201.8298,NA,11
"50863",1,NA,0,0,0,0,0,0,0,1,187303,20131231,2013,20131231,"SOIL","37950E499",NA,22.251645,NA,5
"NA.8216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50951",0,NA,0,0,0,0,0,0,0,0,187367,20131231,2013,20131231,"MXF.","31863N100",NA,8.4915,NA,3
"50985",0,NA,0,0,0,0,0,0,0,0,187395,20131231,2013,20131231,"DBEF","233051200",NA,260.49,NA,11
"51002",4,NA,1,0,1,0,0,1,1,0,187401,20131031,2013,20131031,"NCFFF","66401Q108",0.674339622641509,24.19132,4,5
"51045",6,6,0,1,1,1,1,0,1,1,187418,20130831,2013,20130831,"PNC.A","73752W106",2.25333333333333,60.315,5,7
"51065",1,NA,0,0,0,0,0,0,0,1,187431,20131231,2013,20131231,"TOTS","25459Y819",NA,1.133995,NA,1
"51085",0,NA,0,0,0,0,0,0,0,0,187436,20131231,2013,20131231,"AFAN","00107N101",0.00740740740740741,124.34175,1,9
"51103",0,NA,0,0,0,0,0,0,0,0,187445,20131231,2013,20131231,"PDC.","73937G109",NA,19.392,NA,4
"51125",5,5,1,0,1,1,1,1,0,0,187450,20131231,2013,20131231,"ENPH","29355A107",0.150552050473186,267.05982,2,12
"51139",5,5,0,1,1,0,0,0,1,1,187462,20130630,2013,20130630,"UBNT","90347A100",0.0963797035347776,1529.73356,1,16
"51173",4,4,0,1,1,0,1,1,0,0,187490,20131231,2013,20131231,"IMPV","45321L100",0.0732246000415541,1213.21291,1,16
"51209",3,3,1,0,1,0,0,1,0,0,187540,20131231,2013,20131231,"ECCE","269519104",-0.738224260108378,9.6207097,1,3
"51256",6,6,1,1,1,1,0,1,1,0,187576,20131231,2013,20131231,"ZNGA","98986T108",0.593552631578947,3162.7742,3,17
"NA.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51341",3,NA,0,0,1,0,0,1,0,1,187661,20131231,2013,20131231,"ATBYF","003684107",-0.0191428571428571,3.04535,1,2
"51364",4,4,0,1,1,1,0,1,0,0,187686,20130630,2013,20130630,"GWAY","39679B103",0.276572123176661,367.4852,2,12
"51422",3,3,1,0,1,0,0,0,1,0,187720,20131231,2013,20131231,"ARGS","040221103",NA,NA,NA,NA
"51498",3,3,0,1,1,0,0,1,0,0,187773,20140131,2013,20140131,"EXA","300614500",0.188955965909091,188.05248,2,10
"51521",3,NA,1,0,1,0,0,1,0,0,187784,20130731,2013,20130731,"SANP","802899203",-0.06,7.095585,1,3
"51552",8,8,1,1,1,1,1,1,1,0,187812,20131231,2013,20131231,"MTDR","576485205",0.464892703862661,1223.77192,3,16
"51573",8,8,1,1,1,1,1,1,1,0,187833,20131231,2013,20131231,"FRGI","31660B101",0.116181087289433,1362.57592,1,16
"51605",6,6,1,1,1,0,0,1,1,0,187961,20131231,2013,20131231,"LPI","516806106",0.322044059227158,3950.55999,2,18
"51633",4,4,1,0,1,1,0,1,0,0,188157,20140430,2013,20140430,"BV","073271108",0.395729166666667,521.72736,3,13
"51658",6,6,1,1,1,0,1,0,1,0,188663,20131231,2013,20131231,"SN","79970Y105",0.754271725826193,1136.50419,4,15
"51685",5,5,0,0,1,1,1,1,1,0,189255,20131231,2013,20131231,"LVVV","53838A104",-0.325925925925926,2.343816,1,1
"51703",6,6,0,1,1,1,1,1,1,0,189457,20131231,2013,20131231,"XCLL","98400L103",0.115702479338843,8.848488,1,3
"51724",0,NA,0,0,0,0,0,0,0,0,189471,20131231,2013,20131231,"PFIG","73937B761",NA,34.76186,NA,6
"51741",0,NA,0,0,0,0,0,0,0,0,189483,20131231,2013,20131231,"RQF.","74931F105",NA,19.75,NA,4
"51765",1,NA,0,0,0,0,0,0,0,1,189493,20131231,2013,20131231,"RQB.","74931A106",NA,30.656,NA,6
"51926",1,NA,0,0,0,0,0,0,0,1,190156,20131231,2013,20131231,"BOIL","74347W122",NA,63.59432,NA,8
"51948",2,NA,1,0,0,0,0,1,0,0,190558,20130831,2013,20130831,"ROT.","77866A108",0.0114761904761905,37.5207,1,6
"51996",4,NA,0,1,1,0,0,1,0,1,190590,20131231,2013,20131231,"GNE","372284208",0.482713026444662,217.1667,3,11
"52061",7,NA,1,1,1,1,1,1,0,0,191255,20131231,2013,20131231,"VAC","57164Y107",0.652238438210766,1853.61708,4,16
"52081",0,NA,0,0,0,0,0,0,0,0,191755,20131231,2013,20131231,"ZLB.","05573T102",NA,150.294,NA,10
"52100",0,NA,0,0,0,0,0,0,0,0,191965,20131231,2013,20131231,"KBWR","73937B712",NA,45.5975,NA,7
"52151",2,NA,0,0,1,0,0,1,0,0,193159,20140331,2013,20140331,"PBFI","70337J105",0.00116666666666667,43.038,1,6
"52177",3,NA,1,0,1,0,1,0,0,0,194256,20131231,2013,20131231,"WHLR","963025101",0.555911214953271,30.47788,3,5
"52189",1,NA,0,0,0,0,0,0,0,1,194458,20131231,2013,20131231,"BUND","72201R767",NA,3.1698,NA,2
"52241",1,NA,0,0,0,0,0,0,0,1,196161,20131231,2013,20131231,"IPFF","46429B135",NA,32.3595,NA,6
"52327",3,NA,0,0,1,0,0,1,0,1,198655,20131231,2013,20131231,"OPLI","683736201",-0.007,19.8379,1,4
"52346",0,NA,0,0,0,0,0,0,0,0,198959,20131231,2013,20131231,"VEE.","92203X109",NA,152.656,NA,10
"NA.9214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52404",5,5,0,1,1,0,0,0,1,1,200595,20140331,2013,20140331,"KNM","50046R101",0.683658430862592,3197.77884,4,18
"52428",3,3,0,1,1,0,0,0,0,0,201395,20131231,2013,20131231,"TSM","874039100",0.309082568807339,90439.00912,2,20
"52471",4,4,0,1,1,0,0,1,0,0,205692,20131231,2013,20131231,"GOLD","752344309",0.496903359337685,5793.97126,3,18
"52496",5,NA,0,1,1,0,0,1,1,0,206365,20130630,2013,20130630,"KFX","G5307C105",NA,NA,NA,NA
"52570",5,5,0,1,1,0,0,1,0,1,211009,20140331,2013,20140331,"INFY","456788108",0.25624584717608,30958.61454,2,20
"52596",8,8,1,1,1,1,1,1,0,1,212773,20130930,2013,20130930,"ITYBY","453142101",0.252035857003996,35896.846712,2,20
"52621",6,6,0,1,1,0,1,1,0,1,214526,20131231,2013,20131231,"MYTAY","559776109",1.33884921724801,1518.07854,5,16
"52765",3,3,0,1,1,0,0,0,0,1,233491,20131231,2013,20131231,"MX","55933J203",0.122815384615385,663.936,2,14
"52825",4,NA,0,1,0,1,0,0,0,1,243588,20131231,2013,20131231,"BSMX","40053C105",0.38150293255132,18513.28556,3,20
"52870",3,3,1,0,0,1,0,0,1,0,252614,20131231,2013,20131231,"OTIV","M8791A109",0.175474006116208,107.97867,2,9
"52892",3,3,0,0,1,0,1,1,0,0,253527,20130630,2013,20130630,"PSDV","74440J101",0.0854005167958656,90.15939,1,8
"52920",4,4,1,0,1,1,1,0,0,0,259073,20130630,2013,20130630,"PXSLY","71715J105",1.57393340270552,39.53554,5,6
"52960",4,4,0,0,1,1,0,1,1,0,260737,20140430,2013,20140430,"OPTT","674870308",0.600740740740741,47.4012,3,7
"52983",6,6,1,1,0,1,1,1,0,0,260838,20131231,2013,20131231,"CPHR","17253X105",0.200490956072351,193.31424,2,11
"53003",1,NA,0,0,0,0,0,0,0,1,260850,20131031,2013,20131031,"SCD","50208A102",NA,278.19701,NA,12
"53027",7,NA,1,1,1,0,1,1,1,0,261215,20131231,2013,20131231,"MCCC2","58499S005",NA,NA,NA,NA
"53054",7,7,1,1,1,0,1,1,1,0,264391,20131231,2013,20131231,"NILE","09578R103",0.0666787003610108,608.96788,1,14
"53105",4,4,0,1,1,0,0,1,0,0,264509,20131231,2013,20131231,"HEP","435763107",0.19481596040829,1896.38081,2,16
"53126",1,NA,0,0,0,0,0,0,0,1,264647,20140531,2013,20140531,"MFD","55607W100",NA,150.52212,NA,10
"53164",5,NA,1,1,1,1,0,0,0,0,266160,20130930,2013,20130930,"CZWI","174903104",1.44982068965517,37.37375,5,6
"53196",4,NA,1,0,0,1,0,1,0,0,266299,20131231,2013,20131231,"EQI.","29465A104",0.832672064777328,115.4231,4,9
"53235",4,4,0,1,1,1,0,0,0,1,270281,20131231,2013,20131231,"MTL","583840103",0.4618359375,1065.65376,3,15
"53431",2,2,0,0,1,0,0,1,0,0,279388,20131231,2013,20131231,"GELGF","03718T103",0.38,1.05666,3,1
"53522",3,NA,0,0,1,0,0,1,0,1,287296,20130630,2013,20130630,"POLJF","G6844A115",1.804,94.36805,5,9
"53548",6,6,1,1,1,1,1,0,0,1,290862,20131231,2013,20131231,"APEOF","03063Q100",0.448255813953488,365.62384,3,12
"53587",7,7,1,1,1,0,1,1,0,1,296753,20131231,2013,20131231,"AVG","N07831105",0.0100232423009878,914.72871,1,15
"53608",3,NA,0,0,1,0,0,1,1,0,297288,20131231,2013,20131231,"UERLF","91732K109",0.736666666666667,127.9338,4,9
"53665",0,NA,0,0,0,0,0,0,0,0,316461,20131231,2013,20131231,"AHI.","G0132M121",NA,NA,NA,NA
"16",1,NA,0,0,0,0,0,0,0,0,1050,20141231,2014,20141231,"CECE","125141101",NA,408.18918,NA,10
"74",0,NA,0,0,0,0,0,0,0,0,1119,20141231,2014,20141231,"ADX","006212104",NA,1279.20312,NA,14
"131",7,7,1,1,1,1,1,1,0,0,1230,20141231,2014,20141231,"ALK","011659109",0.27070281124498,7857.30456,2,18
"175",7,7,0,1,1,1,0,1,1,1,1300,20141231,2014,20141231,"HON","438516106",0.225915732586069,78157.424,2,20
"222",5,5,0,1,1,0,0,1,1,0,1410,20141031,2014,20141031,"ABM","000957100",0.629377713458755,1539.29924,4,14
"290",5,NA,0,1,1,0,0,1,0,1,1526,20141231,2014,20141231,"ANAT","028591105",1.44350516366182,3070.39472,5,16
"406",8,8,1,1,1,1,1,1,1,0,1704,20141031,2014,20141031,"AMAT","038222105",0.291711181530104,26971.89,2,20
"436",4,4,0,1,1,0,0,0,0,1,1742,20141231,2014,20141231,"PNW1","040555005",NA,NA,NA,NA
"465",5,5,0,1,1,0,0,0,1,1,1794,20140930,2014,20140930,"ASH","044209104",0.491697406340058,7287,3,18
"498",8,8,1,1,1,1,0,1,1,1,1864,20150131,2014,20150131,"REX","761624105",NA,438.47349,NA,10
"546",2,NA,0,0,1,0,1,0,0,0,1949,20140930,2014,20140930,"BRT","055645303",1.27074666666667,102.4125,5,6
"578",8,8,1,1,1,1,1,1,0,1,1988,20141231,2014,20141231,"BLL","058498106",0.110645445210503,9336.97222,1,18
"644",6,6,0,1,1,0,0,1,1,1,2086,20141231,2014,20141231,"BAX","071813109",0.204272069859462,39750.88362,2,20
"670",4,4,0,1,1,0,1,0,0,0,2136,20141231,2014,20141231,"VZ","92343V104",0.0632706284737067,194369.21592,1,20
"719",4,4,1,0,1,0,0,1,0,1,2240,20140731,2014,20140731,"NIMU","655366508",-0.463125,12.63072,1,2
"818",5,5,1,1,1,0,1,0,0,1,2406,20141231,2014,20141231,"CYSTF","14889B102",-2.16460526315789,44.16512,1,4
"856",7,7,1,1,1,1,0,0,1,1,2448,20141231,2014,20141231,"MTRN","576690101",0.638424638092535,717.59987,4,12
"970",6,6,1,1,1,1,0,1,0,0,2628,20141231,2014,20141231,"CWT","130788102",0.532616822429906,1176.50566,3,13
"998",8,8,1,1,0,1,1,1,1,1,2703,20141231,2014,20141231,"CDNAF","136681202",0.510797620987453,9505.72204,3,19
"1095",7,7,0,1,1,0,1,1,1,1,2862,20141231,2014,20141231,"AEP11","025537002",NA,NA,NA,NA
"1139",8,8,1,1,1,1,1,0,1,1,2960,20141231,2014,20141231,"CHE","16359R103",0.252893915018454,1784.7663,2,15
"1167",6,6,0,1,1,1,1,0,0,1,3007,20140630,2014,20140630,"EAT","109641100",0.0200883864337102,3140.79535,1,16
"1208",5,NA,1,1,0,1,0,1,0,0,3082,20141231,2014,20141231,"CYN","178566105",0.605540155921297,4427.17585,4,17
"1250",3,3,0,1,1,0,1,0,0,0,3153,20141231,2014,20141231,"CDE","192108504",1.10794520547945,528.29224,5,11
"1279",7,NA,1,1,1,1,1,1,0,0,3198,20141231,2014,20141231,"CGP1","196522007",NA,NA,NA,NA
"1376",3,3,0,0,1,0,0,1,1,0,3369,20140630,2014,20140630,"RAVE","754198109",0.18024077046549,56.82383,2,4
"NA.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554",6,6,0,1,1,1,0,1,0,1,3650,20141231,2014,20141231,"CMI","231021106",0.296791981688285,26109.187,2,20
"1668",3,3,0,0,0,1,0,1,0,1,3908,20140630,2014,20140630,"DEWY","252063102",0.716606334841629,3.01002,4,1
"1706",2,NA,0,0,0,0,0,1,1,0,4001,20141231,2014,20141231,"DXYN","255519100",NA,144.49169,NA,7
"1757",6,6,1,1,1,0,1,0,0,1,4066,20141231,2014,20141231,"OMC","681919106",0.149122240867433,19111.849,1,19
"1850",6,NA,1,1,0,1,1,0,0,1,4201,20141031,2014,20141031,"EV","278265103",0.150423567743687,4355.55263,1,17
"1914",5,5,0,1,1,1,0,0,1,1,4340,20140630,2014,20140630,"ELX","292475209",1.12449122807018,404.3124,5,10
"2020",6,6,0,1,1,1,1,1,0,0,4497,20141231,2014,20141231,"BOOM","267888105",0.690867665418227,224.23194,4,8
"2094",8,8,0,1,1,1,1,1,1,1,4608,20141231,2014,20141231,"FSS","313855108",0.385077720207254,965,3,13
"2124",6,6,0,1,1,0,1,1,1,0,4669,20141231,2014,20141231,"FINGF","318071404",0.489940546967895,4348.8951,3,17
"2147",4,NA,0,1,1,0,0,1,0,0,4690,20141231,2014,20141231,"FCNCA","31946M103",0.885239526880019,3036.0079,5,16
"2296",4,4,0,1,0,0,1,0,1,0,4926,20141130,2014,20141130,"FUL","359694106",0.409606390368141,2172.93209,3,15
"2322",7,7,0,1,1,0,1,1,1,1,4990,20150131,2014,20150131,"GPS","364760108",0.172019907744598,17340.99,2,19
"2354",7,NA,1,1,1,0,1,1,0,1,5048,20141231,2014,20141231,"GE1","369622006",NA,NA,NA,NA
"2385",2,NA,0,0,0,0,0,1,0,0,5109,20150131,2014,20150131,"GCO","371532102",NA,1720.3731,NA,15
"2417",7,7,0,1,1,1,0,1,1,1,5179,20141231,2014,20141231,"GLT","377316104",0.589620649198279,1100.89078,4,13
"2465",4,4,1,0,0,0,1,0,0,1,5250,20141231,2014,20141231,"GRA","38388F108",0.0526009015620086,6956.12497,1,18
"2520",4,NA,1,0,0,0,1,0,0,1,5342,20141231,2014,20141231,"MGI","60935Y208",NA,482.57901,NA,10
"2576",8,8,1,1,1,0,1,1,1,1,5492,20140630,2014,20140630,"HRS","413875105",0.2284699669967,7992.30675,2,18
"2601",6,6,1,1,1,1,0,1,0,0,5525,20141231,2014,20141231,"HE1","419866009",NA,NA,NA,NA
"2631",7,7,1,1,1,1,1,0,1,0,5560,20141231,2014,20141231,"HL","422704106",1.35523297491039,1024.98183,5,13
"2692",7,7,1,1,1,1,1,1,0,0,5643,20141231,2014,20141231,"HLT","43300A104",0.184982752012265,25688.84016,2,20
"2736",7,7,1,1,1,1,0,1,0,1,5709,20141031,2014,20141031,"HRL","440452100",0.253717306622148,14211.37683,2,19
"2765",5,5,0,1,1,0,0,1,0,1,5764,20141231,2014,20141231,"HUB.B","443510201",0.308378732565759,6249.12768,2,18
"2799",7,7,1,1,1,0,1,1,0,1,5808,20141231,2014,20141231,"4300A","448814004",NA,NA,NA,NA
"2854",6,6,1,1,1,1,0,0,0,1,5903,20141231,2014,20141231,"IMO","453038408",0.531088911088911,42422.32995,3,20
"NA.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906",3,3,0,0,0,0,0,1,1,1,6013,20141231,2014,20141231,"INS","45816D100",0.607888198757764,14.42238,4,2
"2956",5,5,0,1,0,1,0,0,1,1,6097,20140930,2014,20140930,"IGT","459902102",0.28705986959099,4171.951,2,17
"3013",8,8,1,1,1,1,0,1,1,1,6178,20141231,2014,20141231,"AES4","462613001",NA,NA,NA,NA
"3146",2,2,0,0,0,0,0,1,0,0,6379,20141231,2014,20141231,"KELYA","488152208",1.29930082256169,641.654,5,11
"3190",6,6,1,1,1,0,1,1,0,0,6461,20141231,2014,20141231,"KEX","497266106",0.490895466930889,4591.6838,3,17
"3279",6,6,1,1,1,1,1,0,1,0,6617,20141231,2014,20141231,"LAWS","520776105",0.265901946107784,232.62432,2,8
"3319",3,NA,0,0,0,1,0,1,0,0,6682,20141231,2014,20141231,"LUK","527288104",1.25036574487065,8239.32758,5,18
"3344",7,7,0,1,1,1,1,1,0,1,6737,20141231,2014,20141231,"LECO","533900106",0.241092777536547,5319.72273,2,18
"3369",5,NA,0,1,1,1,0,0,0,1,6781,20141231,2014,20141231,"L","540424108",1.23031889576392,15670.7287,5,19
"3409",6,6,1,1,1,1,1,0,0,0,6845,20141231,2014,20141231,"LDL","550819106",0.374024984765387,568.40958,3,11
"3442",8,8,1,1,1,1,1,1,1,0,6932,20141231,2014,20141231,"MGEE","55277P104",0.417024775268581,1581.20748,3,14
"3482",5,NA,1,0,0,0,1,1,0,1,7034,20140630,2014,20140630,"MARPS","568423107",0.0346670739156994,32.74,1,3
"3521",4,4,0,1,1,0,0,0,0,1,7116,20141231,2014,20141231,"MAT","577081102",0.281871061560834,10462.5045,2,19
"NA.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601",7,7,1,1,1,1,1,1,0,0,7232,20141031,2014,20141031,"PSSR","70285Y104",0.367675,30.116,3,3
"3655",6,6,0,1,1,1,0,1,0,1,7295,20140630,2014,20140630,"EVI","29414M100",0.25532,17.585,2,2
"3694",6,6,0,1,1,0,0,1,1,1,7344,20141130,2014,20141130,"MPAD","595135104",1.00895705521472,21.0107,5,3
"3809",7,7,1,1,1,0,1,1,0,1,7533,20141231,2014,20141231,"AYE1","61199D005",NA,NA,NA,NA
"3846",6,6,0,1,1,1,0,1,0,1,7590,20141231,2014,20141231,"STR1","74899X007",NA,NA,NA,NA
"3871",5,NA,0,1,1,1,0,0,0,1,7647,20141231,2014,20141231,"BAC","060505104",1.1914589155953,188140.93638,5,20
"3911",3,3,0,0,1,0,0,1,1,0,7694,20141231,2014,20141231,"MRNA","56804Q201",-0.261526717557252,16.717565,1,2
"3954",4,4,0,1,0,0,1,0,1,0,7770,20141231,2014,20141231,"HLNFF","429695109",0.328415710503089,695.79796,2,12
"4012",7,7,1,1,0,1,1,1,0,1,7882,20141231,2014,20141231,"NR","651718504",0.780555555555556,801.30276,4,12
"4056",6,6,0,1,1,0,1,1,0,1,7922,20150131,2014,20150131,"JWN","655664100",0.168442257217848,14485.62,1,19
"4293",3,NA,0,0,0,0,0,1,0,1,8240,20141231,2014,20141231,"PHH","693320202",1.26080133555927,1225.41024,5,14
"4340",4,NA,1,1,1,0,0,0,1,0,8326,20141231,2014,20141231,"PEL1","698465002",NA,NA,NA,NA
"4411",6,NA,0,1,1,0,1,1,0,1,8431,20141231,2014,20141231,"AFG","025932104",0.916124835309618,5325.69048,5,18
"4474",5,5,0,1,1,1,0,0,1,0,8515,20141231,2014,20141231,"PHIIK","69336T205",1.0311577540107,579.0268,5,11
"4494",6,6,1,1,0,0,1,1,0,1,8543,20141231,2014,20141231,"MO","02209S103",0.0310290237467018,97134.52398,1,20
"4538",5,NA,1,0,0,1,1,1,0,0,8605,20141231,2014,20141231,"PJC","724078100",0.924632466861766,886.74385,5,12
"4581",6,6,1,1,1,1,1,0,0,0,8694,20141231,2014,20141231,"POM","713291102",0.635027849981433,6805.99197,4,18
"4616",7,NA,1,1,1,1,0,1,1,0,8806,20141231,2014,20141231,"NU4","744482001",NA,NA,NA,NA
"4692",6,6,1,1,1,1,0,0,1,1,8870,20141231,2014,20141231,"QBCRF","748193208",0.128418910457107,3924.65944,1,17
"4858",6,6,0,1,1,1,0,0,1,1,9299,20141231,2014,20141231,"R","783549108",0.369453957996769,4924.764,3,17
"4913",4,4,0,1,1,0,0,1,0,0,9411,20140630,2014,20140630,"HSH","432589109",0.0826211878009631,7709.9365,1,18
"4956",8,8,1,1,1,1,0,1,1,1,9538,20141231,2014,20141231,"SEB","811543107",0.552483474076633,4915.79945,3,17
"5012",7,7,1,1,1,1,1,0,0,1,9667,20141231,2014,20141231,"SHW","824348106",0.0400011405109489,24910.94016,1,20
"5126",6,6,1,1,1,0,1,1,0,0,9850,20141231,2014,20141231,"SO","842587107",0.44747912848707,44580.92847,3,20
"5203",4,NA,0,0,0,1,1,0,0,1,10002,20141231,2014,20141231,"SPF","85375C101",0.835925925925926,2005.77789,4,15
"5291",5,5,1,1,0,1,0,1,0,0,10198,20141231,2014,20141231,"SGC","868358102",0.405192373169901,198.45309,3,8
"5356",5,NA,1,1,1,1,0,0,0,0,10327,20141231,2014,20141231,"TE1","875127003",NA,NA,NA,NA
"5541",1,NA,0,0,0,0,0,0,0,1,10575,20141231,2014,20141231,"GURU","37950E341",NA,397.48,NA,10
"5682",5,5,1,1,1,1,0,0,0,0,10793,20140930,2014,20140930,"TSN","902494103",0.600548641097282,14803.12,4,19
"5752",7,7,1,1,1,1,1,0,1,0,10867,20141231,2014,20141231,"UNP","907818108",0.201348946529002,105235.39158,2,20
"5788",4,NA,0,1,1,1,0,0,0,0,10916,20141231,2014,20141231,"UMBF","902788108",0.634579012128669,2590.31548,4,16
"NA.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5895",6,6,0,1,1,1,0,1,0,1,11115,20140930,2014,20140930,"VAR","92220P105",0.199867698452322,8087.47304,2,18
"5953",7,7,1,1,1,1,1,1,0,0,11228,20141231,2014,20141231,"VMC","929160109",0.48172828236726,8670.24711,3,18
"6074",6,6,0,1,1,1,0,0,1,1,11443,20141231,2014,20141231,"WNGRF","961148509",0.503996013951171,12805.6635,3,19
"6100",3,3,0,1,1,0,0,0,0,0,11465,20141231,2014,20141231,"WHR","963320106",0.323259006916486,15111.72,2,19
"6144",7,7,1,1,1,1,0,0,1,1,11554,20141231,2014,20141231,"LNT","018802108",0.466684733514002,7368.36912,3,18
"6179",6,6,0,1,1,1,0,1,0,1,11636,20141231,2014,20141231,"XRX","984121103",NA,15478.0857,NA,19
"6347",3,NA,0,0,1,0,0,1,1,0,11885,20140630,2014,20140630,"PPCH","74345C102",-0.225058004640371,6.265447,1,1
"6451",6,6,1,1,1,1,0,1,0,0,12010,20141231,2014,20141231,"I","L5140P101",-0.512206221198157,1852.312,1,15
"6543",4,NA,0,0,0,0,1,0,1,1,12171,20150131,2014,20150131,"TECD","878237106",NA,2134.398,NA,15
"6616",8,8,1,1,1,1,1,0,1,1,12266,20141231,2014,20141231,"WERN","950755108",0.371598715890851,2243.9837,3,15
"6667",7,7,1,1,1,1,1,0,1,0,12383,20141231,2014,20141231,"NHYDY","656531605",NA,11548.44,NA,19
"6755",4,4,0,1,0,1,0,0,1,0,12471,20141231,2014,20141231,"INT","981475106",0.54846580012785,3382.80826,3,16
"6813",6,6,0,1,1,0,0,1,1,1,12568,20140930,2014,20140930,"DJCO","233912104",0.547080332409972,249.2705,3,8
"6937",5,5,0,0,1,1,1,1,1,0,12711,20140930,2014,20140930,"CVM","150837508",0.139848634419217,74.6700534,1,5
"7021",4,4,0,1,1,0,0,0,0,1,12796,20141231,2014,20141231,"CLGX","21871D103",0.359335232668566,2822.34537,3,16
"7065",6,6,1,1,1,1,0,0,1,0,12833,20141231,2014,20141231,"DKL","24664T103",NA,858.94152,NA,12
"7122",4,4,0,1,1,0,0,0,1,0,12895,20141231,2014,20141231,"AXLL","05463D100",0.832241582293384,2981.22412,4,16
"7143",1,NA,0,0,0,0,0,0,0,1,12933,20141231,2014,20141231,"GDAY","74347W494",NA,2.74301,NA,1
"7188",6,6,0,1,1,0,1,1,0,1,12978,20141231,2014,20141231,"KRFT","50076Q106",0.118606766677306,36802.22312,1,20
"7276",3,NA,1,0,1,0,0,1,0,0,13141,20140930,2014,20140930,"GPKUD","38611W209",0.0977333333333333,18.50025,1,2
"7378",5,NA,1,1,0,0,1,1,0,0,13342,20141231,2014,20141231,"RLI","749607107",0.396874493927125,2129.2882,3,15
"7430",5,5,0,1,1,1,0,0,1,0,13421,20141231,2014,20141231,"CDNS","127387108",0.241091196626252,5531.34848,2,18
"7616",4,NA,0,1,1,1,0,0,0,0,13679,20140630,2014,20140630,"ARCW","00213H105",0.132388157894737,229.216,1,8
"7637",8,8,1,1,1,1,1,0,1,1,13700,20141231,2014,20141231,"XRAY","249030107",0.309389900506852,7502.75988,2,18
"7670",1,NA,0,0,0,0,0,0,0,0,13733,20141231,2014,20141231,"PMD","744375205",NA,81.43125,NA,5
"7731",0,NA,0,0,0,0,0,0,0,0,13837,20141231,2014,20141231,"XHD.","46434B104",NA,153.428,NA,7
"7775",1,NA,0,0,0,0,0,0,0,1,13935,20141231,2014,20141231,"BTT","09257P105",NA,1416.46554,NA,14
"7869",7,7,0,1,1,1,1,1,1,0,14032,20141231,2014,20141231,"LOCK","53224V100",0.191496488384657,1738.089,2,15
"7902",2,2,0,1,1,0,0,0,0,0,14065,20141231,2014,20141231,"CADNF","146900105",NA,661.41738,NA,11
"7929",1,NA,0,0,0,0,0,0,0,1,14089,20141231,2014,20141231,"VIXH","33733E609",NA,3.90675,NA,1
"7973",2,NA,0,0,1,0,0,0,0,1,14139,20140930,2014,20140930,"UMEWF","G9160X107",-0.0585,17.8072,1,2
"8006",5,NA,0,1,1,1,0,0,0,1,14172,20141231,2014,20141231,"FULT","360271100",0.902855987055016,2211.50064,5,15
