"","F_SCORE_adj","F_SCORE","F_ROA_chg_ind_adj","F_CFO_ind_adj","F_ACCRUAL_ind_adj","F_MARGIN_chg_ind_adj","F_TURN_chg_ind_adj","F_LEVER_chg_ind_adj","F_LIQUID_chg_ind_adj","F_EQUITY_ind_adj","gvkey","datadate","fyear","datadate.1","tic","cusip","bm_ratio","market_cap","quintile","cap_group"
"27888",1,NA,0,0,0,0,0,0,0,1,126175,20110831,2011,20110831,"EWH","464286871",NA,1613.65125,NA,17
"27932",5,NA,0,1,1,1,0,1,0,1,126318,20111231,2011,20111231,"IMMR","452521107",0.357722007722008,144.30444,2,10
"27991",2,NA,0,0,1,0,0,1,0,0,126455,20111231,2011,20111231,"VGLS","91822T101",-0.115789473684211,17.718108,1,4
"28009",5,NA,0,1,1,0,0,1,1,0,126554,20111031,2011,20111031,"A","00846U101",0.335503102239007,12840.38074,2,20
"28065",2,NA,0,0,1,0,0,1,0,0,126798,20111231,2011,20111231,"LCANF","885578104",0.875454545454545,24.00002,4,5
"28160",4,NA,0,1,1,0,0,1,0,0,127797,20111231,2011,20111231,"MFSF","62845B104",2.099082023791,49.4044612,5,7
"28184",4,NA,0,1,1,1,0,0,0,0,128121,20111231,2011,20111231,"WILN","928972108",0.468135888501742,707.38038,3,15
"28215",2,NA,0,0,0,0,0,1,0,0,129441,20111231,2011,20111231,"ZYXI","98986M103",0.483823529411765,20.95556,3,5
"28236",3,NA,0,0,0,1,0,0,1,0,129840,20111231,2011,20111231,"MATR","577097108",0.213247311827957,78.74775,2,9
"28258",5,NA,0,1,1,0,0,1,0,1,130299,20111231,2011,20111231,"UNRH","903115103",3.65134467618002,17.830092,5,4
"28323",5,NA,0,0,0,1,0,1,1,1,132525,20111231,2011,20111231,"UTSI","G9310A114",1.26311594202899,209.50608,5,12
"28345",2,NA,0,0,1,0,0,1,0,0,132738,20110630,2011,20110630,"NEVDF","64128F109",0.17923875432526,350.41828,1,13
"28397",5,NA,0,1,1,0,0,1,0,1,133288,20111231,2011,20111231,"SLAB","826919102",0.327899585444496,1826.59256,2,17
"28416",6,NA,0,1,1,1,0,1,1,1,133364,20110630,2011,20110630,"ALSWF","00386B109",-0.0712470588235294,185.64,1,11
"28436",3,NA,0,0,1,0,0,1,1,0,133468,20111231,2011,20111231,"RIGL","766559603",0.419315589353612,563.18031,2,14
"28458",4,NA,0,1,1,0,0,0,1,0,133564,20111231,2011,20111231,"CAMT","M20791105",1.1524,52.0065,4,7
"28535",2,NA,0,0,1,0,0,1,0,0,133944,20110630,2011,20110630,"OCLR","67555N206",0.675401785714286,339.19872,3,13
"28553",6,NA,0,1,0,1,0,1,1,1,134026,20111231,2011,20111231,"CRWN","228411104",0.559504132231405,435.20796,3,14
"28593",3,NA,0,0,1,0,0,1,1,0,135145,20111231,2011,20111231,"CCOXF","13739Y304",0.552164948453608,114.98962,3,10
"28611",4,NA,0,1,1,0,0,0,1,0,135484,20111231,2011,20111231,"FTR","35906A108",0.869300970873786,5124.9092,4,19
"28647",5,NA,0,1,1,0,0,1,0,1,135990,20111231,2011,20111231,"NRG","629377508",1.81557395143488,4122.6624,5,18
"28670",3,NA,0,0,0,0,0,1,1,0,136306,20111231,2011,20111231,"PCO","70686R104",0.45765625,666.51136,3,15
"28695",0,NA,0,0,0,0,0,0,0,0,136444,20120331,2011,20120331,"IWF","464287614",NA,16665.376,NA,20
"28720",1,NA,0,0,0,0,0,0,0,1,136544,20120331,2011,20120331,"IVE","464287408",NA,4499.649,NA,19
"28742",4,NA,0,1,1,0,0,0,1,0,136648,20111231,2011,20111231,"VC","92839U206",0.509567480977173,2564.9184,3,18
"28768",2,NA,0,0,0,0,0,0,1,0,136727,20111231,2011,20111231,"CBYI","12802P307",-26,0.1294862,1,1
"28807",1,NA,0,0,0,0,0,0,0,1,136907,20120430,2011,20120430,"IYJ","464287754",NA,396.2,NA,13
"28832",1,NA,0,0,0,0,0,0,0,1,136948,20120430,2011,20120430,"IYM","464287838",NA,594.32,NA,15
"28870",5,NA,0,1,1,0,0,1,0,1,137135,20111231,2011,20111231,"HSB.PC","40427H509",0.314221789883268,12815.7676,2,20
"28939",2,NA,0,0,1,0,0,1,0,0,137434,20111231,2011,20111231,"IGOI","449593300",1.18574206092029,26.031953,4,5
"28958",5,NA,0,1,0,1,0,1,1,0,137602,20111231,2011,20111231,"ACLS","054540109",1.51203007518797,141.89637,5,10
"28979",4,NA,0,0,1,1,0,1,1,0,137642,20111231,2011,20111231,"PTIE","69562K100",0.261157894736842,169.9816,2,11
"29014",4,NA,0,1,1,0,0,0,1,0,137874,20111231,2011,20111231,"SMTX","832682207",0.756382978723404,45.70092,3,7
"29033",0,NA,0,0,0,0,0,0,0,0,138020,20111231,2011,20111231,"WLBMF","932397102",1.97533333333333,20.2206,5,5
"29075",1,NA,0,0,0,0,0,0,0,1,138262,20120331,2011,20120331,"IUSG","464287671",NA,344.832,NA,13
"29127",4,NA,0,1,0,1,0,0,1,0,138483,20111231,2011,20111231,"BRKR","116794108",0.301682769726248,2060.13024,2,17
"29142",4,NA,0,1,1,0,0,1,0,0,138541,20111231,2011,20111231,"BKGMF","U0664B109",1.35225333333333,65.8425,5,8
"29163",3,NA,0,0,1,1,0,1,0,0,138662,20111231,2011,20111231,"ISTA","45031X204",-0.167290780141844,293.32935,1,13
"29184",0,NA,0,0,0,0,0,0,0,0,138841,20111130,2011,20111130,"CYSNF","125009100",NA,NA,NA,NA
"29216",2,NA,0,0,1,0,0,0,0,1,139137,20111231,2011,20111231,"INSA.1","46199E939",-0.839666666666667,4.1877,1,2
"29289",3,NA,0,0,1,1,0,1,0,0,140042,20111231,2011,20111231,"VRML","92407M206",0.594188034188034,17.43417,3,4
"29310",1,NA,0,0,0,0,0,0,0,1,140072,20110630,2011,20110630,"SPYG","78464A409",NA,192.288,NA,11
"29361",2,NA,0,1,1,0,0,0,0,0,140194,20111231,2011,20111231,"GST.1","367299203",1.00987421383648,205.76826,4,11
"NA.3312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29401",0,NA,0,0,0,0,0,0,0,0,140243,20111231,2011,20111231,"MPRXF","58516L108",NA,NA,NA,NA
"29438",2,NA,0,0,0,0,0,0,1,0,140399,20110930,2011,20110930,"LOXFF","544115108",0.724310344827586,20.3754,3,5
"29460",1,NA,0,0,0,0,0,0,0,1,140502,20110630,2011,20110630,"MTK","78464A102",NA,206.16624,NA,11
"29481",1,NA,0,0,0,0,0,0,0,1,140602,20110630,2011,20110630,"THRK","78464A805",NA,193.3035,NA,11
"29523",5,NA,0,1,0,0,0,1,1,1,140761,20111231,2011,20111231,"CTFO","169453107",1.3852,88.445,5,9
"29639",2,NA,0,0,0,0,0,0,1,0,141278,20111231,2011,20111231,"MOSY","619718109",0.529761904761905,161.3766,3,11
"29659",4,NA,0,1,0,0,0,1,1,0,141319,20111231,2011,20111231,"IMINF","H40135107",0.798623853211009,541.96108,4,14
"29696",4,NA,0,1,1,0,0,1,0,0,141459,20111231,2011,20111231,"GRMN","H2906T109",0.420228585782467,7749.53403,2,19
"29717",2,NA,0,0,0,0,0,1,1,0,141498,20111231,2011,20111231,"HRTFF","416190106",0.4075,39.57312,2,6
"29757",4,NA,0,0,1,1,0,1,1,0,141680,20111231,2011,20111231,"COGLF","163384100",0.169130434782609,5.22238,1,2
"29795",4,NA,0,0,1,1,0,1,1,0,141964,20111231,2011,20111231,"WEWWF","94845B206",1.18830188679245,27.93736,4,5
"29831",0,NA,0,0,0,0,0,0,0,0,142131,20120531,2011,20120531,"NMB","67069P101",NA,28.78224,NA,5
"29861",4,4,0,1,1,0,1,1,0,0,142251,20120331,2011,20120331,"ICH","46147M108",0.27203007518797,26.67315,2,5
"29881",4,NA,0,1,1,1,0,0,0,0,142337,20111231,2011,20111231,"NOG","665531109",0.32698081734779,1518.6534,2,17
"29921",4,4,1,0,0,0,1,0,1,0,142499,20120229,2011,20120229,"AACS","025199100",-18,0.33117,1,1
"29943",5,NA,0,0,0,1,0,1,1,1,142568,20110630,2011,20110630,"TTHI","893716209",0.605666666666667,69.654,3,8
"29995",3,NA,0,0,0,1,0,1,1,0,142812,20111231,2011,20111231,"SNMX","81724Q107",0.214798850574713,138.36132,2,10
"30030",0,NA,0,0,0,0,0,0,0,0,142933,20111231,2011,20111231,"MNVWF","62454R101",NA,NA,NA,NA
"30052",1,NA,0,0,0,0,0,0,0,1,142938,20110630,2011,20110630,"NXM","67070E103",NA,44.574596,NA,7
"30114",5,NA,0,1,1,0,0,1,1,0,143297,20111231,2011,20111231,"JINFF","16890P103",1.288125,1014.17984,5,16
"30228",3,NA,0,0,0,1,0,1,0,0,143910,20111231,2011,20111231,"BBNK","108030107",0.822259615384615,157.508,4,11
"30252",4,NA,0,0,1,1,0,1,1,0,143996,20110630,2011,20110630,"ITMTF","46111P103",0.173188405797101,179.00532,1,11
"30271",4,NA,0,1,1,0,0,0,1,0,144058,20111231,2011,20111231,"OPCO","689890101",0.415892857142857,8.85304,2,3
"30295",2,NA,0,0,1,0,0,1,0,0,144101,20120331,2011,20120331,"EXNT","29411J100",-0.41,3.61112,1,2
"30366",3,NA,0,1,1,0,0,0,1,0,144436,20111231,2011,20111231,"BABY","639050103",0.928377518557794,277.60977,4,12
"30438",5,NA,0,1,0,0,0,1,1,1,144565,20111231,2011,20111231,"CIP.UN","125528109",0.043,2.0511,1,1
"30498",0,NA,0,0,0,0,0,0,0,0,144822,20111231,2011,20111231,"TMLVF","875089104",NA,NA,NA,NA
"30538",7,7,1,1,1,1,0,1,1,0,145042,20120331,2011,20120331,"ABCO","00762W107",0.145223425863236,1494.5763,1,17
"30589",1,NA,0,0,0,0,0,0,0,1,145229,20111231,2011,20111231,"CRT.UN.1","17288P101",NA,22.04106,NA,5
"30608",6,NA,0,1,1,1,0,0,1,1,145270,20111231,2011,20111231,"SRP2","641423009",NA,NA,NA,NA
"30666",0,NA,0,0,0,0,0,0,0,0,145415,20110831,2011,20110831,"NZH","67070Y109",NA,301.35872,NA,13
"30737",1,NA,0,0,0,0,0,0,0,1,145790,20120331,2011,20120331,"ILF","464287390",NA,2119.535,NA,17
"30768",6,NA,0,1,1,1,0,1,0,1,146017,20110831,2011,20110831,"AYI","00508Y102",0.396303214596003,1910.15356,2,17
"30802",1,NA,0,0,0,0,0,0,0,1,146080,20120331,2011,20120331,"IXC","464287341",NA,1259.037,NA,16
"30834",1,NA,0,0,1,0,0,0,0,0,146137,20111231,2011,20111231,"ENDRQ","29259G200",0.481691599539701,326.66579,3,13
"30926",2,NA,0,0,1,0,0,1,0,0,146648,20111231,2011,20111231,"CUTR","232109108",0.881194630872483,103.9126,4,9
"30949",2,NA,0,0,0,0,0,1,0,1,146734,20111231,2011,20111231,"BKFG","05548G102",1.41117117117117,8.26617,5,3
"30966",1,NA,0,0,0,0,0,0,0,1,146885,20111031,2011,20111031,"AKP","018546101",NA,116.931289,NA,10
"30987",5,NA,0,1,1,1,0,0,0,1,147175,20111231,2011,20111231,"LO","544147101",-0.100544736842105,15048,1,20
"31050",4,NA,0,1,1,1,0,0,0,0,147312,20111231,2011,20111231,"BCBP","055298103",1.0415460852329,96.0568,4,9
"31074",1,NA,0,0,0,0,0,0,0,1,147369,20111231,2011,20111231,"BVPIF","04624D109",NA,316.67642,NA,13
"31127",5,NA,0,1,0,1,0,1,1,0,147563,20111231,2011,20111231,"MRDAF","Y6020X103",-35.55,0.219564,1,1
"31166",7,7,0,1,1,0,1,1,1,1,147661,20120131,2011,20120131,"ARO","007865108",0.309431887599267,1323.1871,2,16
"31189",0,NA,0,0,0,0,0,0,0,0,147832,20110831,2011,20110831,"NKL","67071M104",NA,221.82224,NA,12
"31246",0,NA,0,0,0,0,0,0,0,0,148151,20110930,2011,20110930,"ECPN","282812106",NA,NA,NA,NA
"31287",2,NA,0,0,1,1,0,0,0,0,148249,20111231,2011,20111231,"COSI","22122P200",0.148510638297872,37.17324,1,6
"31331",4,NA,0,0,0,1,0,1,1,0,148367,20111231,2011,20111231,"VICHF","92581Q502",8.60666666666667,0.57894,5,1
"31356",4,NA,0,1,1,0,0,1,0,0,148410,20111231,2011,20111231,"LF","52186N106",0.630500894454383,369.14124,3,13
"31417",6,NA,0,1,1,1,0,1,1,0,148476,20111231,2011,20111231,"KNOL","499183804",0.0377887323943662,536.3056,1,14
"31441",2,NA,0,0,1,0,0,1,0,0,148750,20110930,2011,20110930,"BRLGF","109541102",1.50866666666667,22.39575,5,5
"31484",3,NA,0,0,1,0,0,1,1,0,149065,20110630,2011,20110630,"YMI","984238105",0.256642066420664,316.20822,2,13
"31545",6,NA,0,1,1,1,0,0,1,1,149268,20111231,2011,20111231,"PXP","726505100",0.680637254901961,4796.43984,3,19
"31567",6,NA,0,1,1,0,0,1,1,1,149379,20111231,2011,20111231,"SPU","83086T208",2.88650537634409,47.7834,5,7
"31584",3,NA,0,0,0,0,1,1,1,0,149477,20111231,2011,20111231,"QTWW","74765E307",1.31369863013699,19.46691,5,4
"31654",0,NA,0,0,0,0,0,0,0,0,149719,20120229,2011,20120229,"LQD","464287242",NA,19667.67,NA,20
"31742",2,NA,0,0,1,1,0,0,0,0,150159,20111231,2011,20111231,"ICTV","44931J100",-0.354594594594595,3.34073,1,2
"31782",4,NA,0,1,1,1,0,0,1,0,150257,20111231,2011,20111231,"SVA","P8696W104",1.07813636363636,120.5028,4,10
"31832",3,NA,0,1,1,0,0,0,0,0,150562,20111231,2011,20111231,"NGS","63886Q109",0.917289073305671,176.10834,4,11
"31873",4,NA,0,1,1,0,0,1,1,0,150720,20111231,2011,20111231,"NEWN","643847106",8.3755,8.7432,5,3
"31907",5,NA,0,1,1,0,0,0,1,1,150837,20111231,2011,20111231,"NRP","63900P103",0.222401327923276,2874.41908,2,18
"31933",1,NA,0,0,0,0,0,0,0,1,151057,20110930,2011,20110930,"FEZ","78463X202",NA,114.534,NA,10
"32053",3,NA,0,0,0,1,0,0,0,1,151606,20111231,2011,20111231,"OLCB","677399206",0.906538461538462,20.5036,4,5
"32093",0,NA,0,0,0,0,0,0,0,0,151618,20110930,2011,20110930,"EIP","27828W102",NA,38.50365,NA,6
"32117",4,NA,0,1,1,1,0,0,0,0,151708,20111231,2011,20111231,"BRP","11283W104",1.2470166453265,775.86883,5,15
"32140",5,NA,0,1,0,0,0,1,1,1,151933,20111231,2011,20111231,"TS","88031M109",0.478727810650888,21946.16424,3,20
"32162",3,NA,0,1,1,0,0,0,0,0,152011,20111231,2011,20111231,"EIFZF","301283107",0.510365997638725,442.10859,3,14
"32209",4,NA,0,1,1,0,0,1,0,1,152249,20111231,2011,20111231,"ENH","G30397106",1.32345882352941,1648.07775,5,17
"32227",0,NA,0,0,0,0,0,0,0,0,152548,20111130,2011,20111130,"FFC","338478100",NA,736.64139,NA,15
"32259",5,NA,0,1,1,0,0,1,0,1,152809,20111231,2011,20111231,"MPAC","607495108",1.20589293747188,21.394152,4,5
"32294",5,NA,0,1,1,1,0,1,0,0,153028,20111231,2011,20111231,"TRLG","89784N104",0.340083863504916,881.51336,2,16
"32313",1,NA,0,0,0,0,0,0,0,1,153232,20111031,2011,20111031,"PSY","09255H105",NA,397.46018,NA,13
"32352",0,NA,0,0,0,0,0,0,0,0,153713,20120331,2011,20120331,"PHK","722014107",NA,1560.4452,NA,17
"32375",1,NA,0,0,0,0,0,0,0,1,153771,20120430,2011,20120430,"DWAQ","73935X203",NA,28.3085,NA,5
"32415",1,NA,0,0,1,0,0,0,0,0,154037,20120131,2011,20120131,"LBSR","53123T206",-0.253846153846154,16.533374,1,4
"32526",3,NA,0,1,1,0,0,0,1,0,154653,20111231,2011,20111231,"INGXF","45790B104",0.456436893203883,837.2046,2,15
"32547",6,NA,0,1,1,1,0,1,0,1,154714,20110630,2011,20110630,"JFBI","472375104",2.6012037037037,21.4974,5,5
"32640",1,NA,0,0,0,0,0,0,0,1,155321,20111031,2011,20111031,"BLW","09249W101",NA,595.4046,NA,15
"32664",1,NA,0,0,0,0,0,0,0,1,155335,20120531,2011,20120531,"MNE","09255F109",NA,64.22562,NA,8
"32698",0,NA,0,0,0,0,0,0,0,0,155462,20110831,2011,20110831,"SARCF","81202Q108",NA,NA,NA,NA
"32722",6,6,1,1,1,1,0,1,1,0,155616,20120331,2011,20120331,"CIDM","172406100",-0.23887573964497,63.7975,1,8
"32745",1,NA,0,0,1,0,0,0,0,0,155757,20111231,2011,20111231,"LGDI","52467C100",0.683646112600536,25.3349433,3,5
"32766",3,3,0,0,1,0,0,1,1,0,155913,20120430,2011,20120430,"PMCB","71715X104",-0.0785714285714286,29.14051,1,6
"NA.3912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32811",3,NA,0,1,1,0,0,0,0,1,156036,20111231,2011,20111231,"BIG.D","089142400",1.03014986376022,21.66768,4,5
"32837",5,NA,0,1,1,0,0,1,0,1,156157,20111231,2011,20111231,"MRLN","571157106",1.01264566929134,162.052,4,11
"32861",4,NA,0,1,1,0,0,1,0,0,156416,20111231,2011,20111231,"AYE5","017363003",NA,NA,NA,NA
"32884",1,NA,0,0,0,0,0,0,0,1,156518,20110831,2011,20110831,"EVT","27828G107",NA,1104.19376,NA,16
"32935",5,NA,0,1,1,0,0,1,1,0,156633,20110930,2011,20110930,"UTI","913915104",0.42354672553348,335.5371,2,13
"32983",6,NA,0,1,1,1,0,0,1,1,156819,20111231,2011,20111231,"PSD1","74531E003",NA,NA,NA,NA
"33004",2,NA,0,0,1,0,0,0,1,0,156857,20111231,2011,20111231,"GTXI","40052B108",0.340684523809524,210.9744,2,12
"33027",2,NA,0,0,0,0,0,1,0,1,156998,20111231,2011,20111231,"CTBC","207546102",0.6186875,28.968,3,6
"33048",5,NA,0,1,1,1,0,1,0,0,157058,20111231,2011,20111231,"AACC","04543P100",1.15007672634271,119.97444,4,10
"33064",5,NA,0,1,1,1,0,1,0,0,157153,20111231,2011,20111231,"CMP","20451N101",0.19642556281772,2273.63355,2,17
"33087",3,NA,0,1,1,0,0,1,0,0,157293,20111231,2011,20111231,"CWSRF","16141A103",0.441752941176471,1212.882,2,16
"33131",1,NA,0,0,0,0,0,0,0,0,157452,20111231,2011,20111231,"TICC","87244T109",1.07477456647399,283.8757,4,12
"33155",4,NA,0,1,1,1,0,1,0,0,157493,20111231,2011,20111231,"LSE","140288101",1.13787128712871,267.75504,4,12
"33175",5,NA,0,1,1,0,0,1,0,1,157655,20111231,2011,20111231,"GMPXF","380134106",0.507754237288136,495.7416,3,14
"33210",5,NA,0,1,1,0,0,1,0,1,157862,20111231,2011,20111231,"INTX","460981301",0.563110910730388,191.59084,3,11
"33238",5,NA,0,1,1,1,0,1,0,0,157954,20111231,2011,20111231,"SNTS","802817304",0.247643504531722,202.26748,2,11
"33273",5,NA,0,1,1,1,0,1,0,0,158354,20111231,2011,20111231,"GNW","37247D106",5.14432061068702,3215.395,5,18
"33295",1,NA,0,0,0,0,0,0,0,1,158456,20111231,2011,20111231,"JTA","67090H102",NA,132.68324,NA,10
"33321",0,NA,0,0,0,0,0,0,0,0,158554,20111231,2011,20111231,"VBR","922908611",NA,1753.44393,NA,17
"33363",6,NA,0,1,1,1,0,1,0,1,158737,20111231,2011,20111231,"SP","78469C103",0.17993844432009,276.35955,1,12
"33396",0,NA,0,0,0,0,0,0,0,0,158779,20111231,2011,20111231,"CHHHF","15641A100",0.391446540880503,156.1698,2,11
"33434",4,NA,0,1,1,0,0,0,1,0,160183,20111231,2011,20111231,"LTM","53217R207",0.482716577540107,1983.509,3,17
"33483",4,NA,0,1,1,1,0,1,0,0,160232,20111231,2011,20111231,"NETL","64118B100",0.181089368569699,3532.50691,2,18
"33503",4,NA,0,1,1,1,0,1,0,0,160272,20111231,2011,20111231,"AUXL","05334D107",0.0880331159056698,958.73265,1,16
"33525",3,NA,0,1,1,1,0,0,0,0,160293,20111231,2011,20111231,"NRF","66704R704",1.65318658280922,458.12988,5,14
"33559",2,NA,0,0,1,0,0,1,0,0,160331,20111231,2011,20111231,"URZ","91688T104",0.323516483516483,140.29834,2,10
"33583",5,NA,0,1,1,0,0,1,1,0,160373,20111231,2011,20111231,"MORN","617700109",0.287278385197645,2977.4938,2,18
"33606",0,NA,0,0,0,0,0,0,0,0,160391,20111231,2011,20111231,"QVC","749131108",NA,NA,NA,NA
"33634",4,NA,0,1,1,0,0,0,1,0,160453,20111231,2011,20111231,"AGGZF","001181106",0.434562433297759,465.20176,2,14
"33672",6,NA,0,1,1,1,0,1,0,1,160548,20111231,2011,20111231,"CNBW","12612R105",1.06417804154303,84.0141,4,9
"33694",0,NA,0,0,0,0,0,0,0,0,160555,20111231,2011,20111231,"MICT","595117102",0.501891891891892,7.19613,3,3
"33716",0,NA,0,0,0,0,0,0,0,0,160578,20110930,2011,20110930,"OHRP","67778H200",-0.160666666666667,29.77725,1,6
"33774",6,NA,0,1,1,1,0,1,1,0,160661,20111231,2011,20111231,"PPO","73179V103",0.242189133894067,2045.49101,2,17
"33796",6,NA,0,1,1,1,0,1,1,0,160684,20111231,2011,20111231,"WLK","960413102",0.656013916500994,2677.24768,3,18
"33820",3,NA,0,0,0,0,0,1,1,0,160742,20111031,2011,20111031,"JVA","192176105",0.329310344827586,66.52368,2,8
"33843",4,NA,0,1,0,0,0,1,1,0,160767,20111231,2011,20111231,"HDX.","737345108",0.9,15.74105,4,4
"33866",1,1,0,0,0,0,0,1,0,0,160778,20120331,2011,20120331,"CCORF","134801109",1.12927710843373,780.4158,4,15
"33886",0,NA,0,0,0,0,0,0,0,0,160788,20111231,2011,20111231,"3TDCB","884120106",4.77516,3.18,5,1
"33911",1,NA,0,0,0,0,0,0,0,1,160808,20120430,2011,20120430,"JKD","464287127",NA,273.4815,NA,12
"33945",5,NA,0,1,1,1,0,1,0,1,160864,20111231,2011,20111231,"MFCSF","58457V503",0.411836909871245,329.8115,2,13
"33981",4,NA,0,1,1,1,0,0,0,0,160894,20111231,2011,20111231,"BRKQF","107879108",0.246201298701299,372.23648,2,13
"34006",2,NA,0,0,1,0,0,0,1,0,160938,20111231,2011,20111231,"AIIFF","04248B109",0.313268292682927,49.31275,2,7
"34072",5,NA,0,1,1,1,0,1,0,0,161048,20111231,2011,20111231,"ACC","024835100",0.450445662535748,3053.0096,2,18
"34147",2,NA,0,0,0,1,0,1,0,0,161813,20111231,2011,20111231,"BXC","09624H109",0.09,93.0195,1,9
"34189",1,NA,0,0,0,0,0,0,0,1,161861,20111231,2011,20111231,"DG.UN","379409105",NA,24.40701,NA,5
"34227",6,NA,0,1,1,1,0,1,0,1,161940,20111231,2011,20111231,"PVBK","69503P101",0.911415384615385,21.255,4,5
"34271",1,NA,0,0,0,0,0,0,0,1,162017,20111231,2011,20111231,"BOGSF","04624E107",NA,89.9922,NA,9
"34293",1,NA,0,0,0,0,0,0,0,1,162056,20111231,2011,20111231,"SKA.UN","83085T100",NA,10.59375,NA,3
"34315",0,NA,0,0,0,0,0,0,0,0,162123,20111231,2011,20111231,"BXMX","6706ER101",NA,432.22998,NA,14
"34426",4,NA,0,1,1,0,0,1,0,0,162330,20111231,2011,20111231,"ATVYF","00506E108",1.05112219451372,163.79246,4,11
"34449",1,NA,0,0,0,0,0,0,0,1,162353,20110930,2011,20110930,"GLD","78463V107",NA,64298.808,NA,20
"34474",4,NA,0,1,1,0,0,0,1,0,162387,20111231,2011,20111231,"TGP","Y8564M105",0.517570093457944,2151.33986,3,17
"34498",4,NA,0,0,1,1,0,1,0,1,162408,20111231,2011,20111231,"NCTY","88337K104",1.15219101123596,174.13384,4,11
"34532",3,NA,0,1,1,0,0,0,0,1,162488,20111231,2011,20111231,"0039A","92899Q004",NA,NA,NA,NA
"34572",3,NA,0,0,0,0,0,1,0,1,162548,20111231,2011,20111231,"MCESF","55608F106",2.00225806451613,7.41861,5,3
"34593",4,NA,0,1,0,1,0,1,0,0,162560,20110630,2011,20110630,"BOFI","05566U108",0.948355308813324,150.38276,4,10
"34616",0,NA,0,0,0,0,0,0,0,0,162571,20111130,2011,20111130,"PHD","72369J102",NA,308.7551,NA,13
"34673",4,NA,0,1,1,0,0,1,1,0,162736,20111231,2011,20111231,"SCSZF","813646106",0.450570342205323,218.60297,2,12
"34744",0,NA,0,0,0,0,0,0,0,0,162868,20111231,2011,20111231,"IAU","464285105",NA,8838.375,NA,19
"34774",3,NA,0,0,1,0,0,1,1,0,162893,20111231,2011,20111231,"MFMLF","56781Y102",0.735555555555556,8.56143,3,3
"34797",4,NA,0,1,1,0,0,1,0,0,162914,20110630,2011,20110630,"RLGT","75025X100",0.0796666666666667,76.0224,1,8
"34821",5,5,1,0,1,1,1,1,0,0,162941,20120131,2011,20120131,"TPLM","89600B201",0.693391812865497,297.64944,3,13
"34855",3,NA,0,1,0,0,0,1,0,0,162978,20111231,2011,20111231,"OPMMF","68383W103",1.21492385786802,35.58214,4,6
"34907",3,3,0,1,1,0,0,1,0,0,163051,20120131,2011,20120131,"CTRN","17306X102",1.4649,134.073,5,10
"34949",5,NA,0,1,1,1,0,0,1,1,163124,20111231,2011,20111231,"0156A","00899T001",NA,NA,NA,NA
"35020",4,NA,0,1,1,0,0,1,0,0,163627,20110731,2011,20110731,"DMND","252603105",0.266379382595335,1578.5595,2,17
"35050",4,NA,0,1,1,0,0,1,0,1,163667,20111231,2011,20111231,"3OTTW","68955R102",2.62783422459893,7.76798,5,3
"35091",4,NA,0,1,1,1,0,0,0,0,163697,20111231,2011,20111231,"TETZF","89620H105",0.12159169550173,4362.55326,1,18
"35133",1,NA,0,0,0,0,0,0,0,0,163768,20111231,2011,20111231,"GTT","362393100",0.822796610169492,22.0365,4,5
"35169",3,NA,0,0,1,0,0,1,1,0,163797,20110630,2011,20110630,"ENZR","29269X102",0.242647058823529,49.70698,2,7
"35244",4,NA,0,1,0,0,0,1,1,0,163879,20111231,2011,20111231,"MFB","560305104",0.532043715846995,419.4909,3,14
"35331",6,NA,0,1,1,1,0,1,1,0,163939,20111231,2011,20111231,"ALJ","020520102",0.728484500574053,488.70068,3,14
"35354",4,NA,0,0,1,1,0,0,1,1,163951,20111031,2011,20111031,"BSPE","09250Y202",0.0737317073170732,67.1457,1,8
"35431",4,4,1,0,1,1,0,0,0,1,164025,20120531,2011,20120531,"ZMMDF","98977R103",0.1125,5.219,1,2
"35457",2,NA,1,0,0,1,0,0,0,0,164099,20111130,2011,20111130,"ATNY","00187E203",1.57256097560976,178.98304,5,11
"35481",3,NA,0,0,0,0,0,1,1,0,164135,20111231,2011,20111231,"ORMTQ","686701103",0.23728813559322,110.1058,2,9
"35503",1,NA,0,0,0,0,0,0,0,1,164161,20111231,2011,20111231,"PEJ","73935X757",NA,35.511,NA,6
"35528",4,NA,0,1,1,0,0,1,0,1,164169,20111231,2011,20111231,"GAPFF","00900Q103",0.547747068676717,2075.37498,3,17
"35560",5,NA,0,1,1,1,0,1,0,0,164211,20111231,2011,20111231,"SIMO","82706C108",0.3211767578125,637.80864,2,15
"35645",3,3,0,1,0,0,0,0,0,1,164342,20120331,2011,20120331,"CHBT","16937B109",6.01256578947368,33.668,5,6
"35694",4,NA,1,0,1,0,0,1,1,0,164399,20120229,2011,20120229,"DLTUF","247818107",-1.42,0.97326,1,1
"35753",3,NA,0,0,0,1,0,1,1,0,164510,20111231,2011,20111231,"PIP","71714G102",0.258740157480315,61.25972,2,8
"35777",3,NA,0,0,1,0,0,1,0,1,164541,20111231,2011,20111231,"JMGE.1","46799Y939",0.334705882352941,3.52784,2,2
"35812",3,NA,0,1,1,0,0,1,0,0,164607,20111231,2011,20111231,"HERO","427093109",1.4838963963964,612.27156,5,15
